DrugID,Formula,DrugName,Target,Disease,NewDisease
DB01110,C18H14Cl4N2O,Miconazole,CP51,Fungal infection,Candida infections
DB01103,C23H30ClN3O,Quinacrine,PA21B,African sleeping sickness; African river blindness,SARS-CoV-2
DB12783,C10H15N3O5,Benserazide,DDC,Parkinson,Tumor
DB00972,C22H24ClN3O,Azelastine,HRH1,Allergic conjunctivitis,Colorectal cancer
DB00507,C12H9N3O5S,Nitazoxanide,PNO,Diarrhea; Coronavirus Disease 2019 (COVID-19),Atherosclerosis
DB11760,C19H14F2N6O,Talazoparib,PARP,Breast cancer; Psoriatic arthritis,SARS-CoV-2
DB08931,C20H19FN8O2,Riociguat,GUC2D,Pulmonary arterial hypertension,Podocyte Injury
DB00321,C20H23N,Amitriptyline,SC6A4; SC6A2,Congestive heart failure; Hypertension; Depression,Epileptic encephalopathy
DB00973,C24H21F2NO3,Ezetimibe,NPCL1,Hypercholesterolaemia,Visceral leishmaniasis
DB00975,C24H40N8O4,Dipyridamole,PDE5A,Hypertension,Lymphoid neoplasms
DB00920,C19H19NOS,Ketotifen,HRH1,Allergic conjunctivitis; Allergic rhinitis; Bronchial asthma,Neuroendocrine prostate cancer
DB00535,C14H13N5O5S2,Cefdinir,Bacterial cell wall,Bacterial infection,Tuberculosis (TB)
DB00966,C33H30N4O2,Telmisartan,AGTR1,Hypertension,Chikungunya
DB09031,C21H46NO4P,Miltefosine,PA21B,Leishmaniasis; Visceral leishmaniasis,Visceral leishmaniasis
DB01136,C24H26N2O4,Carvedilol,Adrenergic receptors,Congestive heart failure; Hypertension; Depression,Epileptic encephalopathy
DB00675,C26H29NO,Tamoxifen,ESR1,Breast cancer,Immune-mediated diseases
DB03880,C23H31N3O4S2,Batimastat,MMP3,Idiopathic pulmonary fibrosis; Tissue repair disorder; Tumor development; Inflammatory disorder,"Venom of the western diamondback rattlesnake, Crotalus atrox"
DB08901,C29H27F3N6O,Ponatinib,RET; FLT3; KIT; ABL1; BCR,Acute lymphoblastic leukaemia; Chronic myeloid leukemia,Tumor
DB01076,C33H35FN2O5,Atorvastatin,HMDH,Cardiovascular disease,Vulvovaginal and oral candidiasis
DB00938,C25H37NO4,Salmeterol,ADRB2,Asthma; Chronic obstructive pulmonary disease,Down syndrome
DB09238,C35H38N4O6,Manidipine,CYSP,Hypertension,Human cytomegalovirus (HCMV) infections
DB01234,C22H29FO5,Dexamethasone,GCR,Coronavirus Disease 2019 (COVID-19),Dedifferentiated liposarcoma
DB00535,C14H13N5O5S2,Cefdinir,Bacterial cell wall,Bacterial infection,Tuberculosis (TB)
DB01188,C12H17NO2,Ciclopirox,cell membrane,Fungal infection,Non-small cell lung cancer (NSCLC)
DB00328,C19H16ClNO4,Indomethacin,PGH2,Allergy; Asthma; Rheumatoid arthritis,SARS-CoV-2 infection
DB06803,C13H8Cl2N2O4,Niclosamide,ATP synthase,Cestodes infection,HMGA2-Overexpressing Human Colorectal Cancer
DB00715,C19H20FNO3,Paroxetine,SC6A4,Depression,Alzheimer's disease (AD)
DB00704,C20H23NO4,Naltrexone,opioid receptors,Chronic alcoholism; Coronavirus Disease 2019 (COVID-19),Inflammatory
DB12834,C7H11N3O3,Secnidazole,Anaerobic microorganisms,Pseudomonas aeruginosa; Bacterial vaginosis; Amoebiasis,Pseudomonas aeruginosa Infection
DB00704,C20H23NO4,Naltrexone,opioid receptors,Chronic alcoholism; Coronavirus Disease 2019 (COVID-19),Inflammatory
DB09241,C16H18ClN3S,Methylene blue,methemoglobin,Acquired methemoglobinemia,SARS-CoV-2
DB00540,C19H21N,Nortriptyline,SC6A4,Bladder cancer; Depression,Multiple myeloma
DB00515,Cl2H6N2Pt,Cisplatin,TERT,Solid tumour/cancer; Osteosarcoma,Nosocomial pathogen Pseudomonas aeruginosa
DB00997,C27H29NO11,Doxorubicin,TOP2A; TOP2B; TERT,Type 2 diabetes; Solid tumour/cancer; Hepatocellular carcinoma; Breast cancer,Cervical cancer
DB09115,C9H5I2NO,Diiodohydroxyquinoline,cytochrome b,fungal infection; Parasitic infection,Cancer
DB00321,C20H23N,Amitriptyline,SC6A4; SC6A2,Congestive heart failure; Hypertension; Depression,Epileptic encephalopathy
DB00641,C25H38O5,Simvastatin,HMDH,Hypercholesterolaemia,Antibacterial
DB06210,C25H22N4O4,Eltrombopag,thrombopoietin receptor (c-Mpl receptor),Chronic Liver Thrombocytopenia; Idiopathic thrombocytopenic purpura,SARS-CoV-2
DB01058,C19H24N2O2,Praziquantel,HPGDS,Schistosomiasis,Psoriasis
DB06292,C21H25ClO6,Empagliflozin,SC5A2,Type-1 diabetes,Blood-brain barrier crossing ability
DB08865,C21H22Cl2FN5O,Crizotinib,MET; ALK; ROS1,Non-small-cell lung cancer,Gram-Positive Bacteria
DB01234,C22H29FO5,Dexamethasone,GCR,Coronavirus Disease 2019 (COVID-19),Dedifferentiated liposarcoma
DB00613,C20H22ClN3O,Amodiaquine,HNMT,Malaria,SARS-CoV-2
DB04786,C51H40N6O23S6,Suramin,FSHR; HPSE,African trypanosomiasis,Chikungunya virus (CHIKV)
DB06803,C13H8Cl2N2O4,Niclosamide,Mitochondrial oxidative phosphorylation in parasites,Cestodes infection,Hepatocellular Carcinoma???HCC??¡ë
DB00284,C25H43NO18,Acarbose,alpha-glucosidase enzymes,Diabetic complication; Type-2 diabetes; Cardiovascular disease,Visceral leishmaniasis
DB01418,C19H15NO6,Acenocoumarol,VKOR1,Thrombosis,"Chronic inflammatory diseases (e.g., atopic dermatitis and psoriasis)"
DB00358,C17H16F6N2O,Mefloquine,Plasmodium falciparum,Malaria,Pathogenic yeasts and molds
DB00972,C22H24ClN3O,Azelastine,HRH1,Allergic conjunctivitis,SARS-CoV-2
DB01051,C31H36N2O11,Novobiocin,TOP2A; TOP2B,Bacterial infection,Chikungunya
DB00571,C16H21NO2,Propranolol,ADRB1,Migraine,Colorectal cancer
DB12834,C7H11N3O3,Secnidazole,Anaerobic microorganisms,Pseudomonas aeruginosa; Bacterial vaginosis; Amoebiasis,Pseudomonas aeruginosa Infection
DB06803,C13H8Cl2N2O4,Niclosamide,ATP synthase,Cestodes infection,Diabetesa€?induced endothelial dysfunction
DB00704,C20H23NO4,Naltrexone,opioid receptors,Chronic alcoholism; Coronavirus Disease 2019 (COVID-19),Inflammatory
DB12242,C17H19FN4O2S,AZD-7762,CHK1,Solid tumour/cancer,Degranulation of mast cells and allergic response
DB00613,C20H22ClN3O,Amodiaquine,HNMT,Malaria,SARS-CoV-2
DB09238,C35H38N4O6,Manidipine,CYSP,Hypertension,Human cytomegalovirus (HCMV) infections
DB07348,C16H24O4,Brefeldin A,CRISPR/Cas9 activator; HSV-1,Anticancer; antiviral,Inflammatory bowel disease
DB00975,C24H40N8O4,Dipyridamole,PDE5A,Hypertension,Lymphoid neoplasms
DB00460,C41H42N4O8,Verteporfin,CNV,Macular degeneration; Psoriasis vulgaris,IDH Mutant Gliomas
DB00515,Cl2H6N2Pt,Cisplatin,TERT,Solid tumour/cancer; Osteosarcoma,Nosocomial pathogen Pseudomonas aeruginosa
DB00321,C20H23N,Amitriptyline,SC6A4; SC6A2,Congestive heart failure; Hypertension; Depression,Epileptic encephalopathy
DB01100,C28H29F2N3O,Pimozide,DRD2,Schizophrenia,Immunoglobulin E (IgE)-mediated MC activation and MC-mediated allergic responses
DB01110,C18H14Cl4N2O,Miconazole,CP51,Fungal infection,Candida infections
DB13855,C12H9N3O5,Nifuroxazide,Bacterial enzymes,Diarrhoea,Pulmonary fibrosis
DB08901,C29H27F3N6O,Ponatinib,RET; FLT3; KIT; ABL1; BCR,Chronic myeloid leukemia; Acute lymphoblastic leukaemia,KIT-mutation-bearing melanomas
DB00922,C14H12N6O,Levosimendan,TNNC1,Congestive heart failure; Heart failure; Cardiac output syndrome; Pulmonary hypertension,Lymphoma
DB00571,C16H21NO2,Propranolol,ADRB1,Migraine,Colorectal cancer
DB01051,C31H36N2O11,Novobiocin,TOP2A; TOP2B,Bacterial infection,Chikungunya
DB00284,C25H43NO18,Acarbose,alpha-glucosidase enzymes,Diabetic complication; Type-2 diabetes; Cardiovascular disease,Visceral leishmaniasis
DB06555,C30H31FN2O,Siramesine,ADA1A; ADA1B; ADA1D,Depression; Anxiety,Fungal infections
DB06555,C30H31FN2O,Siramesine,ADA1A; ADA1B; ADA1D,Depression; Anxiety,Fungal infections
DB06292,C21H25ClO6,Dapagliflozin,SC5A2,Type-2 diabetes,Blood-brain barrier crossing ability
DB00972,C22H24ClN3O,Azelastine,HRH1,Allergic conjunctivitis,SARS-CoV-2
DB04786,C51H40N6O23S6,Suramin,FSHR; HPSE,African trypanosomiasis,Zika virus infection
DB00795,C18H14N4O5S,Sulfasalazine,TNF-?¡À,Rheumatoid arthritis; Irritable bowel syndrome,Chagas disease
DB06782,C3H8OS2,Dimercaprol,Heavy metal ions,Poison intoxication,Snakebite
DB01103,C23H30ClN3O,Quinacrine,PA21B,Plasmodium infection; Giardia infection,Atheter-related bloodstream infections
DB00515,Cl2H6N2Pt,Cisplatin,TERT,Solid tumour/cancer; Osteosarcoma,Nosocomial pathogen Pseudomonas aeruginosa
DB00822,C10H20N2S4,Disulfiram,AL3A2,Alcohol dependence,Gastric cancer
DB00811,C8H12N4O5,Ribavirin,IMDH1,Hepatitis C virus infection,Type I diabetes
DB01069,C17H20N2S,Promethazine,HRH1,Nausea,Colorectal cancer
DB01051,C31H36N2O11,Novobiocin,TOP2A; TOP2B,Bacterial infection,Chikungunya
DB00726,C20H26N2,Trimipramine,SC6A2,Depression,Small cell lung cancer (SCLC)
DB01103,C23H30ClN3O,Quinacrine,PA21B,Plasmodium infection; Giardia infection,Atheter-related bloodstream infections
DB09017,C15H10BrClN4S,Canagliflozin,SC5A2,Type-1 diabetes; Type-2 diabetes; Diabetic nephropathy,Blood-brain barrier crossing ability
DB04786,C51H40N6O23S6,Suramin,FSHR; HPSE,African trypanosomiasis; African sleeping sickness; African river blindness,SARS-CoV-2
DB00641,C25H38O5,Simvastatin,HMDH,Hypercholesterolaemia,Antibacterial
DB00540,C19H21N,Nortriptyline,SC6A4,Bladder cancer; Depression,Multiple myeloma
DB12422,C6H11NOS2,Sulforaphane,Nrf2,Solid tumour/cancer,Ovarian cancer
DB14480,C5H10N2O2S,Acetylcysteine amide,glutathione,Acetaminophen toxicity,Dengue
DB00613,C20H22ClN3O,Amodiaquine,HNMT,Malaria,NSCLC
DB00608,C18H26ClN3,Chloroquine,ACKR1,Coronavirus Disease 2019 (COVID-19); Adenovirus; Malaria,Crimean-Congo hemorrhagic fever virus
DB08931,C20H19FN8O2,Riociguat,GUC2D,Pulmonary arterial hypertension,Podocyte Injury
DB11619,C21H24O2,Gestrinone,ESR1,Endometriosis; Breast cancer,Gynecological cancers
DB00284,C25H43NO18,Acarbose,alpha-glucosidase enzymes,Diabetic complication; Type-2 diabetes; Cardiovascular disease,Visceral leishmaniasis
DB06555,C30H31FN2O,Siramesine,ADA1A; ADA1B; ADA1D,Depression; Anxiety,Fungal infections
DB09074,C24H23FN4O3,Olaparib,PARP,Ovarian cancer; Pancreatic cancer; Prostate cancer,Sepsis
DB06712,C19H19N3O6,Nilvadipine,CAC1C; CAC1D,Congestive heart failure; Hypertension; Depression,Epileptic encephalopathy
DB01167,C35H38Cl2N8O4,Itraconazole,CP51,Fungal infection,Visceral leishmaniasis
DB09274,C19H28O8,Artesunate,cell membrane,Malaria,Depression
DB11459,C43H63NO11,Selamectin,Glutamate-gated chloride channels in parasites,"Parasitic diseases such as river blindness, elephantiasis and scabies",Uveal melanoma
DB00973,C24H21F2NO3,Ezetimibe,NPCL1,Hypercholesterolaemia,Visceral leishmaniasis
DB01117,C22H19ClO3,Atovaquone,PYRD,Pneumocystis pneumonia; Fungal infection,Triple-negative breast cancer (TNBC)
DB01103,C23H30ClN3O,Quinacrine,PA21B,Malarial,Malignant Pleural Mesothelioma
DB01188,C12H17NO2,Ciclopirox,cell membrane,Fungal infection,Non-small cell lung cancer (NSCLC)
DB00321,C20H23N,Amitriptyline,SC6A4; SC6A2,Congestive heart failure; Hypertension; Depression,Epileptic encephalopathy
DB00520,C52H88N10O15,Caspofungin,Fungal cell wall,Fungal infection,Alzheimer's disease
DB05766,,Norclozapine,ACM1,Schizophrenia,Dengue Virus
DB09238,C35H38N4O6,Manidipine,CYSP,Hypertension,Human cytomegalovirus (HCMV) infections
DB00641,C25H38O5,Simvastatin,HMDH,Epilepsy; Hypercholesterolaemia,Prostate cancer
DB01103,C23H30ClN3O,Quinacrine,PA21B,Plasmodium infection; Giardia infection,Atheter-related bloodstream infections
DB07348,C16H24O4,Brefeldin A,CRISPR/Cas9 activator; HSV-1,Anticancer; antiviral,Inflammatory bowel disease
DB00737,C25H27ClN2,Meclozine,NR1I3,Motion sickness,Achondroplasia
DB04786,C51H40N6O23S6,Suramin,FSHR; HPSE,African trypanosomiasis,Zika virus infection
DB07348,C16H24O4,Brefeldin A,CRISPR/Cas9 activator; HSV-1,Anticancer; antiviral,Inflammatory bowel disease
DB00613,C20H22ClN3O,Amodiaquine,HNMT,Malaria,SARS-CoV-2
DB01058,C19H24N2O2,Praziquantel,HPGDS,Schistosomiasis,Psoriasis
DB00641,C25H38O5,Simvastatin,HMDH,Hypercholesterolaemia,Antibacterial
DB00613,C20H22ClN3O,Amodiaquine,HNMT,Malaria,NSCLC
DB09238,C35H38N4O6,Manidipine,CYSP,Hypertension,Human cytomegalovirus (HCMV) infections
DB06782,C3H8OS2,Dimercaprol,Heavy metal ions,Poison intoxication,Snakebite
DB00973,C24H21F2NO3,Ezetimibe,NPCL1,Hypercholesterolaemia,Visceral leishmaniasis
DB06782,C3H8OS2,Dimercaprol,Heavy metal ions,Poison intoxication,Snakebite
DB00507,C12H9N3O5S,Nitazoxanide,PNO,Diarrhea,Quiescent and glucose-deprived clonogenic colon tumour cells
DB00328,C19H16ClNO4,Indomethacin,PGH2,Allergy; Asthma; Rheumatoid arthritis,SARS-CoV-2 infection
DB00331,C4H11N5,Metformin,ACACB; S47A1,Type-2 diabetes,Cervical cancer
DB01110,C18H14Cl4N2O,Miconazole,CP51,Fungal infection,Candida infections
DB14480,C5H10N2O2S,Acetylcysteine amide,glutathione,Acetaminophen toxicity,Dengue
DB00471,C35H36ClNO3S,Montelukast,CLTR1,Allergic disease; Asthma,Pancreatic cancer
DB00472,C17H18F3NO,Fluoxetine,SC6A4,Coronavirus Disease 2019 (COVID-19),Dengue Virus
DB00972,C22H24ClN3O,Azelastine,HRH1,Allergic conjunctivitis,Colorectal cancer
DB00746,C25H48N6O8,Deferoxamine,Iron ions,Acute iron or aluminum toxicity,Pompe disease
DB00564,C15H12N2O,Carbamazepine,voltage-gated sodium channels,Congestive heart failure; Hypertension; Depression; Epilepsy; Type-1 diabetes; Gastric adenocarcinoma,Epileptic encephalopathy
DB01167,C35H38Cl2N8O4,Itraconazole,CP51,Fungal infection,Visceral leishmaniasis
DB00602,C95H146O28,Ivermectin,GABA,Onchocerciasis,Tegumentary leishmaniasis
DB00740,C8H5F3N2OS,Riluzole,SCNBA,Amyotrophic lateral sclerosis,"Niemann-Pick disease, type C1"
DB09115,C9H5I2NO,Diiodohydroxyquinoline,cytochrome b,fungal infection; Parasitic infection,Cancer
DB00507,C12H9N3O5S,Nitazoxanide,PNO,Diarrhea; Coronavirus Disease 2019 (COVID-19),Atherosclerosis
DB06210,C25H22N4O4,Eltrombopag,thrombopoietin receptor (c-Mpl receptor),Chronic Liver Thrombocytopenia; Idiopathic thrombocytopenic purpura,SARS-CoV-2
DB00203,C22H30N6O4S,Sildenafil,PDE5,Erectile dysfunction; Coronavirus Disease 2019 (COVID-19),Lung cancer
DB00412,C18H19N3O3S,Rosiglitazone,PPAR-?3,Diabete,Human adenoviruses (HAdVs
DB00471,C35H36ClNO3S,Montelukast,CLTR1,Allergic rhinitis; Exercise-induced bronchospasm; Asthma,SARS-CoV-2
DB08864,C22H18N6,Rilpivirine,POL; SCNAA,Human immunodeficiency virus infection,Chronic liver injury
DB01058,C19H24N2O2,Praziquantel,HPGDS,Schistosomiasis,Psoriasis
DB00535,C14H13N5O5S2,Cefdinir,Bacterial cell wall,Bacterial infection,Tuberculosis (TB)
DB11619,C21H24O2,Gestrinone,ESR1,Endometriosis; Breast cancer,Gynecological cancers
DB14480,C5H10N2O2S,Acetylcysteine amide,glutathione,Acetaminophen toxicity,Dengue
DB00746,C25H48N6O8,Deferoxamine,Iron ions,Acute iron or aluminum toxicity,Pompe disease
DB14480,C5H10N2O2S,Acetylcysteine amide,glutathione,Acetaminophen toxicity,Dengue
DB00471,C35H36ClNO3S,Montelukast,CLTR1,Allergic rhinitis; Exercise-induced bronchospasm; Asthma,SARS-CoV-2
DB00320,C33H37N5O5,Dihydroergotamine,DRD2,Headaches; Migraine,Liver fibrosis
DB06210,C25H22N4O4,Eltrombopag,thrombopoietin receptor (c-Mpl receptor),Thrombocytopenia; Idiopathic thrombocytopenic purpura,Cryptococcosis
DB06272,C26H42O4,Maxacalcitol,VDR,Psoriasis; Disorder of calcium metabolism,Influenza vaccine
DB06803,C13H8Cl2N2O4,Niclosamide,ATP synthase,Cestodes infection,Diabetesa€?induced endothelial dysfunction
DB01254,C22H26ClN7O2S,Dasatinib,SRC; LCK; FYN; BCR; ABL1,Chronic myelogenous leukaemia; Multiple myeloma,Type III EBV+ B cell malignancies
DB00602,C95H146O28,Ivermectin,GABA,Onchocerciasis,Tegumentary leishmaniasis
DB00938,C25H37NO4,Salmeterol,ADRB2,Asthma; Chronic obstructive pulmonary disease,Down syndrome
DB11760,C19H14F2N6O,Talazoparib,PARP,Breast cancer; Psoriatic arthritis,SARS-CoV-2
DB00412,C18H19N3O3S,Rosiglitazone,PPAR-?3,Diabete,Human adenoviruses (HAdVs
DB00746,C25H48N6O8,Deferoxamine,Iron ions,Acute iron or aluminum toxicity,Pompe disease
DB01407,C12H18Cl2N2O,Clenbuterol,ADRB2,Asthma; Chronic breathing disorder,Down syndrome
DB00313,C8H16O2,Valproic acid,GSK3A,Epilepsy; Hypercholesterolemia; Coronavirus Disease 2019 (COVID-19),Prostate cancer
DB12834,C7H11N3O3,Secnidazole,Anaerobic microorganisms,Pseudomonas aeruginosa; Bacterial vaginosis; Amoebiasis,Pseudomonas aeruginosa Infection
DB00320,C33H37N5O5,Dihydroergotamine,DRD2,Headaches; Migraine,Liver fibrosis
DB09031,C21H46NO4P,Miltefosine,PA21B,Leishmaniasis; Visceral leishmaniasis,Visceral leishmaniasis
DB00203,C22H30N6O4S,Sildenafil,PDE5,Erectile dysfunction; Coronavirus Disease 2019 (COVID-19),Lung cancer
DB01100,C28H29F2N3O,Pimozide,DRD2,Schizophrenia,Immunoglobulin E (IgE)-mediated MC activation and MC-mediated allergic responses
DB00997,C27H29NO11,Doxorubicin,TOP2A; TOP2B; TERT,Type 2 diabetes; Solid tumour/cancer; Hepatocellular carcinoma; Breast cancer,Cervical cancer
DB00321,C20H23N,Amitriptyline,SC6A4; SC6A2,Congestive heart failure; Hypertension; Depression,Epileptic encephalopathy
DB06292,C21H25ClO6,Dapagliflozin,SC5A2,Type-2 diabetes,Blood-brain barrier crossing ability
DB00205,C12H13ClN4,Pyrimethamine,FOLR1,Malaria,Lung cancer
DB00328,C19H16ClNO4,Indomethacin,PGH2,Allergy; Asthma; Rheumatoid arthritis,SARS-CoV-2 infection
DB00472,C17H18F3NO,Fluoxetine,SC6A4,Depression,Neuroendocrine prostate cancer
DB06712,C19H19N3O6,Nilvadipine,CAC1C; CAC1D,Congestive heart failure; Hypertension; Depression,Epileptic encephalopathy
DB00571,C16H21NO2,Propranolol,ADRB1,Migraine,Colorectal cancer
DB09079,C31H33N5O4,Nintedanib,Receptor Tyrosine Kinases (RTKs),Idiopathic pulmonary fibrosis; Coronavirus Disease 2019 (COVID-19),Heart Failure
DB09241,C16H18ClN3S,Methylene blue,methemoglobin,Acquired methemoglobinemia,SARS-CoV-2
DB06803,C13H8Cl2N2O4,Niclosamide,Mitochondrial oxidative phosphorylation in parasites,Cestodes infection,Hepatocellular Carcinoma???HCC??¡ë
DB09241,C16H18ClN3S,Methylene blue,methemoglobin,Bipolar disorder; Methhemeglobinemia; Acquired methemoglobinemia,Neurological deficits associated with OP exposure
DB00615,C46H62N4O11,Rifabutin,RNA polymerase,Mycobacterium infection; Tuberculosis,M. abscessus lung disease
DB00471,C35H36ClNO3S,Montelukast,CLTR1,Allergic rhinitis; Exercise-induced bronchospasm; Asthma,SARS-CoV-2
DB01029,C25H28N6O,Irbesartan,AGTR1,Hypertension,HBV
DB00471,C35H36ClNO3S,Montelukast,CLTR1,Allergic disease; Asthma,Pancreatic cancer
DB01103,C23H30ClN3O,Quinacrine,PA21B,Malaria,Acute myeloid leukemia
DB00715,C19H20FNO3,Paroxetine,SC6A4,Depression; Anxiety,Human colon cancer
DB16607,ClLi,Lithium chloride,GSK3A,Bipolar disorder; Methhemeglobinemia,Neurological deficits associated with OP exposure
DB09019,C14H20Br2N2,Bromhexine,Mucin,Sjogren syndrome,Antiallodynic agent
DB01418,C19H15NO6,Acenocoumarol,VKOR1,Thrombosis,"Chronic inflammatory diseases (e.g., atopic dermatitis and psoriasis)"
DB06803,C13H8Cl2N2O4,Niclosamide,ATP synthase,Cestodes infection,HMGA2-Overexpressing Human Colorectal Cancer
DB00920,C19H19NOS,Ketotifen,HRH1,Allergic conjunctivitis; Allergic rhinitis; Bronchial asthma,Neuroendocrine prostate cancer
DB01407,C12H18Cl2N2O,Clenbuterol,ADRB2,Asthma; Chronic breathing disorder,Down syndrome
DB07348,C16H24O4,Brefeldin A,CRISPR/Cas9 activator; HSV-1,Anticancer; antiviral,Inflammatory bowel disease
DB00608,C18H26ClN3,Chloroquine,ACKR1,Coronavirus Disease 2019 (COVID-19); Adenovirus; Malaria,Crimean-Congo hemorrhagic fever virus
DB00746,C25H48N6O8,Deferoxamine,Iron ions,Acute iron or aluminum toxicity,Pompe disease
DB07954,C10H14N4O2,3-isobutyl-1-methyl-7H-xanthine,AA2BR; PDE4B; PDE4D; PDE5A; PDE4A; AA2AR; AA1R; AA3R; PDE2A; PDE3A,Chronic obstructive pulmonary disease; Bronchial Asthma,Dedifferentiated liposarcoma
DB00602,C95H146O28,Lvermectin,Glutamate-gated chloride channels in parasites,Parasitic infestations,Covid-19
DB09115,C9H5I2NO,Diiodohydroxyquinoline,cytochrome b,fungal infection; Parasitic infection,Cancer
DB04786,C51H40N6O23S6,Suramin,FSHR; HPSE,African trypanosomiasis,Zika virus infection
DB00966,C33H30N4O2,Telmisartan,AGTR1,Hypertension,Chikungunya
DB00284,C25H43NO18,Acarbose,alpha-glucosidase enzymes,Diabetic complication; Type-2 diabetes; Cardiovascular disease,Visceral leishmaniasis
DB06210,C25H22N4O4,Eltrombopag,thrombopoietin receptor (c-Mpl receptor),Chronic Liver Thrombocytopenia; Idiopathic thrombocytopenic purpura,SARS-CoV-2
DB00320,C33H37N5O5,Dihydroergotamine,DRD2,Headaches; Migraine,Liver fibrosis
DB12834,C7H11N3O3,Secnidazole,Anaerobic microorganisms,Pseudomonas aeruginosa; Bacterial vaginosis; Amoebiasis,Pseudomonas aeruginosa Infection
DB00203,C22H30N6O4S,Sildenafil,PDE5,Erectile dysfunction; Coronavirus Disease 2019 (COVID-19),Lung cancer
DB00997,C27H29NO11,Doxorubicin,TOP2A; TOP2B; TERT,Type 2 diabetes; Solid tumour/cancer; Hepatocellular carcinoma; Breast cancer,Cervical cancer
DB00972,C22H24ClN3O,Azelastine,HRH1,Allergic conjunctivitis,SARS-CoV-2
DB00472,C17H18F3NO,Fluoxetine,SC6A4,Coronavirus Disease 2019 (COVID-19),Dengue Virus
DB00602,C95H146O28,Ivermectin,GABA,Onchocerciasis,Tegumentary leishmaniasis
DB00613,C20H22ClN3O,Amodiaquine,HNMT,Malaria,NSCLC
DB11459,C43H63NO11,Selamectin,Glutamate-gated chloride channels in parasites,"Parasitic diseases such as river blindness, elephantiasis and scabies",Uveal melanoma
DB01100,C28H29F2N3O,Pimozide,DRD2,Schizophrenia,Immunoglobulin E (IgE)-mediated MC activation and MC-mediated allergic responses
DB08882,C25H28N8O2,Linagliptin,DPP4,Type-2 diabetes,Colorectal cancer
DB00608,C18H26ClN3,Chloroquine,ACKR1,Coronavirus Disease 2019 (COVID-19); Adenovirus; Malaria,Crimean-Congo hemorrhagic fever virus
DB00613,C20H22ClN3O,Amodiaquine,HNMT,Malaria,SARS-CoV-2
DB11619,C21H24O2,Gestrinone,ESR1,Endometriosis; Breast cancer,Gynecological cancers
DB00176,C15H21F3N2O2,Fluvoxamine,Serotonin system,Depression,Alzheimer's disease (AD)
DB09079,C31H33N5O4,Nintedanib,Receptor Tyrosine Kinases (RTKs),Idiopathic pulmonary fibrosis; Coronavirus Disease 2019 (COVID-19),Heart Failure
DB03880,C23H31N3O4S2,Batimastat,MMP3,Idiopathic pulmonary fibrosis; Tissue repair disorder; Tumor development; Inflammatory disorder,"Venom of the western diamondback rattlesnake, Crotalus atrox"
DB09017,C15H10BrClN4S,Canagliflozin,SC5A2,Type-1 diabetes; Type-2 diabetes; Diabetic nephropathy,Blood-brain barrier crossing ability
DB01782,C14H8N2O,Pyrazolanthrone,TTK; MK08; MK09; MK10,Oxidative stress; Neuroinflammation; Brain degeneration,Neuroinflammation Induced by MCAO
DB01234,C22H29FO5,Dexamethasone,GCR,Coronavirus Disease 2019 (COVID-19),Dedifferentiated liposarcoma
DB09031,C21H46NO4P,Miltefosine,PA21B,Leishmaniasis; Visceral leishmaniasis,Visceral leishmaniasis
DB08864,C22H18N6,Rilpivirine,POL; SCNAA,Human immunodeficiency virus infection,Chronic liver injury
DB00920,C19H19NOS,Ketotifen,HRH1,Allergic conjunctivitis; Allergic rhinitis; Bronchial asthma,Neuroendocrine prostate cancer
DB01110,C18H14Cl4N2O,Miconazole,CP51,Fungal infection,Candida infections
DB11594,C22H40NO,Domiphen,fungal CYP450 14?¡À-lanosterol demethylase,Fungal infection,Candida infections
DB00615,C46H62N4O11,Rifabutin,RNA polymerase,Mycobacterium infection; Tuberculosis,M. abscessus lung disease
DB00613,C20H22ClN3O,Amodiaquine,HNMT,Malaria,NSCLC
DB09017,C15H10BrClN4S,Canagliflozin,SC5A2,Type-1 diabetes; Type-2 diabetes; Diabetic nephropathy,Blood-brain barrier crossing ability
DB06145,C43H74N2O14,Spiramycin,Gram-positive bacteria,Bacterial infection,Anti-inflammatory
DB00975,C24H40N8O4,Dipyridamole,PDE5A,Hypertension,Lymphoid neoplasms
DB00746,C25H48N6O8,Deferoxamine,Iron ions,Acute iron or aluminum toxicity,Pompe disease
DB00320,C33H37N5O5,Dihydroergotamine,DRD2,Headaches; Migraine,Liver fibrosis
DB04835,C29H41F2N5O,Maraviroc,CCR5,Human immunodeficiency virus infection; Chronic obstructive pulmonary disease,Metastatic triple-negative breast cancer
DB00795,C18H14N4O5S,Sulfasalazine,TNF-?¡À,Rheumatoid arthritis; Irritable bowel syndrome,Chagas disease
DB01407,C12H18Cl2N2O,Clenbuterol,ADRB2,Asthma; Chronic breathing disorder,Down syndrome
DB01073,C10H12FN5O4,Fludarabine,ADA,Chronic lymphocytic leukaemia; Haematological malignancy,Malignant pleural mesothelioma
DB11619,C21H24O2,Gestrinone,ESR1,Endometriosis; Breast cancer,Gynecological cancers
DB00571,C16H21NO2,Propranolol,ADRB1,Migraine,Colorectal cancer
DB01076,C33H35FN2O5,Atorvastatin,HMDH,Cardiovascular disease,Vulvovaginal and oral candidiasis
DB00922,C14H12N6O,Levosimendan,TNNC1,Congestive heart failure; Heart failure; Cardiac output syndrome; Pulmonary hypertension,Lymphoma
